name,text,Lidor,Liora,Roee,Barak,Ania,Or,Ben,Skyler
PRES_PRIORITIESUSA_MICHELLE," ""David was proud to be an American Soldier. And I know I'm prejudiced, because he was my son, but "" I don't think he had a mean bone in his body. There is not a day that I don't think about David's. ""When I saw Donald Trump attack, another gold star mother. I felt such a sense of outrage. She "" was standing there. She had nothing to say. She probably Donald Trump cannot respect a gold star family. Then why would anyone in America think he would respect them priorities. USA action is responsible for the content of this advertising. Sighs.",0,0,0,0,0,0,center,center
PRES_NEWDAYINDEPENDENTMEDIA_WIN," ""There was a time. Presidents were honorable trustworthy, what's happened? We must stop Hillary "" ""Clinton voters. In Ohio. Took the first step. Every poll in the country shows. John Kasich, "" ""can do what Trump and Cruz cannot beat Hillary Clinton, because character still matters. John "" ""Kasich is presidential new day. Independent Media, committee ink is responsible for the content "" of this advertising.",0,0,0,0,0,0,center,center
PRES_RUBIO_FAMILY," So glad they're on the road with me and in so many ways. This campaign is about them about what kind of America they're going to inherit. It's amazing because I see so much of Margo and all ""of my kids. Danielle has passion, Amanda's very deep, love to read books. And Anthony is the "" same way. And Dominic is just very charismatic. And I see so much of them in Marble. We are very ""blessed. Family is a gift. God has given us such a gift. I cannot be more thankful. I'm Marco Rubio, "" and I approved this message.",0,0,0,0,0,0,center,base
PRES_SANDERS_BOLDER," ""New York, what makes it think bigger Go Boulder? Push for a living wage that's higher for tuition "" ""free public College Justice, that works for all for a middle class that must be saved. You do "" ""values forged in New York, Brooklyn Warren, native son. Who knows what we together. I'm Bernie "" Sanders and I approve this message.",0,0,0,0,0,0,center,base
PRES_SANDERS_FAIRNESS_REV," The top 100 CEOs have more wealth for retirement than the bottom 100 million Americans. How ""does that happen? Well, they use lobbyists to get special tax breaks. My plan close the tax loopholes "" ""and make them pay. Their fair share seniors, who worked hard deserve the opportunity to stay "" ""independent, pay their bills. And most of all enjoy their grandchildren. It's time to bring "" back a basic American value fairness. I'm Bernie Sanders and I approve this message.",0,0,0,0,0,0,center,base
PRES_SANDERS_OLD_NEIGHBORHOOD," Going back to the old neighborhood. Can be hard sometimes for too many kids. It feels like your ""ZIP code, determines your life and it Bernie Sanders. We have a candidate who says, we can do "" better. This campaign is ultimately about opportunity like that. Every Public University ""would be tuition free. It's about rebuilding our country, our community because we see in Bernie "" ""Sanders, a man to support those values who will fight for our families and you can win next week. "" I'm Bernie Sanders and I approve this message.",0,0,0,0,0,0,center,base
PRES_RUBIO_FUTURE," America can't afford four more years like the last date. That's why I'm endorsing Marco Rubio for president as the wife of a combat veteran. I know Marco will keep America safe. And as your ""Governor, I trust Marco to bring a conscience to Republicans in Washington and reign in our "" out-of-control federal government. I'm Nikki Haley. I'm endorsing Marco because this election ""is about the future and the future is now, I'm Marco Rubio, and I approved this message. Zh.  """,0,0,0,0,0,0,center,both
PRES_OURPRINCIPLES_PAY_FOR_IT_15, A liberal and Healthcare. Everybody's got to be covered. This is a nun. Republican thing for me to say universal healthcare. I am going to take care of everybody who pays for it. The government's going to pay for it. Can we trust Donald Trump or principals paid for and is responsible for the content of this advertising. Our principals packed.,0,0,0,0,0,0,both,center
PRES_CRUZ_BEST_TO_COME_60," She may have taken a hit even the knocked down but that's not the end of the story. Not even close. ""Because there is someone who believes in her promise who is fought for her, all of his life. And "" one in America begins to fade. We need a trusted leader to restore her promise. Freedom is personal for me and I will always keep my word and Fight For Freedom. What if the best is still to come? I'm Ted Cruz and I approve this message.",0,0,0,0,0,0,center,base
PRES_SANDERS_VOTE_TOGETHER_60," Our job is not to divide. Our job is to bring people together ""by race, like sexual orientation by gender, by not allowing them to divide us off by whether "" ""or not. We were born in America or whether we're immigrant, We Stand Together, white black. "" Panic gay and straight woman and man when we spent together and the man that this country work ""for all of us, rather than the few we will transform America. And that is what this campaign is "" about. It's bringing people together.",0,0,0,0,0,0,center,base
PRES_CLINTON_FRIGHTENED," I'm Hillary Clinton and I approve this message. If he government consistent with some of the ""things he said, as a candidate, I would be very frightened. He's been talking about the option "" of using a nuclear weapon against our Western European allies. This is not somebody who should ""be handed. The nuclear codes, you have to ask yourself. Do I want a person of that, 10 permit control "" ""of the nuclear codes? And as of now, I have to say no.  """,0,0,0,0,0,0,both,center
PRES_TRUMP_CORRUPTION," The clintons from dead broke to worth hundreds of millions. So how did Hillary end up? Filthy ""Rich, pay to play politics, staggering amounts of cash poured into the Clinton Foundation "" from criminals dictators countries that hate America. Hillary cut deals for donors. Sold-out ""American workers exploited Haitians in, need. She even handed over American uranium rights "" to the Russians. Hillary Clinton only cares about power money and herself. I'm Donald Trump and I approve this message.",0,0,0,0,0,0,both,center
PRES_OURPRINCIPLES_QUOTES," Real quotes from Donald Trump about women. Look at that face. Would anyone vote for that? It ""really doesn't matter what they write. As long as you've got a young and beautiful piece of art, "" must be a pretty picture you dropping to your knees. There was blood coming out of her eyes blood ""coming out of her wherever women, you have to treat them like This is how Donald Trump talks about "" ""our mothers, our sisters, our daughters. Our principles Pac is responsible for the content "" of this advertising.",0,0,0,0,0,0,both,center
PRES_RUBIO_A_CIVILIZATIONAL_STRUGGLE," ""This is a civilizational struggle between the values of freedom and liberty, and radical Islamic "" Terror. What happened in Paris could happen here. There is no middle ground. These aren't disgruntled or disempowered people. These are radical terrorists who want to kill us? Because we let women drive because we let girls go to school. I'm Marco Rubio. I approve this message because there ""can be no Arrangement or negotiation, either they win or we do.  """,0,0,0,0,0,0,center,center
PRES_RTR_TOUGHEST_ON_SPENDING_15," ""Who's Pakistan spending, Fox News, did the analysis and Jeb Bush had the best record, Billiards "" ""and pork feet 08, budgets balanced, and tax cuts. Every single year, right? To rise. USA is responsible "" for the content of this message.",0,0,0,0,0,0,center,center
PRES_RTR_FRESHMAN," Vicious freshman. Senator. Can you name any accomplishments? ""Even his own supporters, can't name one. The bottom line is they're there isn't a whole lot of "" ""accomplishments. We try to reduce other with no experience, and we can't afford that risk again. "" ""Marco Rubio simply isn't ready for the biggest job in the world, right? To rise. USA is responsible "" for the content of this message.",0,0,0,0,0,0,center,center
PRES_FUTURE45_BAD_NEWS," People have got to know whether or not their presidents. A crook. Bad news for Hillary Clinton. The FBI director agrees Clinton has faced numerous criminal investigations and been called ""extremely careless by the FBI. Now a new bombshell, the FBI unexpectedly reopened as criminal "" investigation of Hillary Clinton's private email servers. How can we elect someone who's under FBI investigation? Future 45 is responsible for the content of this.",0,0,0,0,0,0,center,center
PRES_WILSON_EDUCATION_PRIMARY_15," I'm Willie Wilson candidate for president and I approve this message. Willie Wilson wants ""free, k through college, education and three free meals a day. For students. That's leadership. "" ""We can believe in vote, Willie Wilson in the Democratic primary.  """,0,0,0,0,0,0,center,center
PRES_CRUZ_CHANCE_AR," I'm Ted Cruz and I approve this message. I'm very capable of changing to anything. I want to change ""too. That's for sure. Would President Trump ban partial-birth, abortion and pro-choice in "" ""every respect. But you would not ban it now and Planned. Parenthood, Planned Parenthood. Shaves "" a good function and Hillary Clinton. Nothing. She does a good job and I like her Arkansas. Cannot trust Donald Trump. I'm very capable of changing to anything. I want to change to don't give him that chance. Yes.",0,0,0,0,0,0,both,center
PRES_WELLS_RISE_UP_AMERICA," ""Hi, my name's Robbie Wells. I'm seeking the Democratic party nomination for president, the "" United States in 2016. It's truly an honor to be here on the State House grounds of South Carolina day to see the Confederate flag removed from the Statehouse grounds and put into a museum. We've always talked about Unity. Today is one step closer for that for people from all walks of life. This is a breath of fresh air. It's a ray of Hope Rise Up America.",0,0,0,0,0,0,center,center
PRES_REBUILDINGAMERICA_OUTSOURCING_REV," ""All right. Let me. Welcome. Senator. Hillary Rodham, Clinton. I don't think you can effectively. "" ""Restrict. Outsourcing their. There is no way. A to legislate against reality. So I think that, "" ""you know, the Outsourcing will continue, but I don't think there's any way to, you know, to legislate "" ""against Outsourcing. I think that's, you know, just a dead end. That's good news for a lot of "" us. Join me to give her a standing ovation reading. American Now package responsible for the content of this message.",0,0,0,0,0,0,center,center
PRES_CARSON_THESE_HANDS, I've Ben Carson and I have paid for by Carson.,0,0,0,0,0,0,center,both
PRES_RTR_VANE," ""Marco Rubio, he ran for Senate saying he opposed, and then he flipped and worked with Leroy Chuck "" Schumer to co-author the path to citizenship. He threatened to vote against and then voted for he supported his own DREAM Act. And then you Bandit Marco Rubio. Just another Washington politicians. Can't trust. Jeb Bush. He's a leader. So you always know where he stands right to rise. USA is responsible for the content of this message.",0,0,0,0,0,0,center,center
PRES_SANDERS_REAL_CHANGE_60," ""I have a Polish immigrant who grew up in a Brooklyn tenement. He went to public school, then College "" ""where the work of his life, began fighting Injustice and inequality speaking. Truth to power. "" ""He moved to Vermont one election and praised, as one of America's best mayor in Congress. He "" stood up for working families and for principal opposing the Iraq War supporting veterans. ""Now, he's taking on Wall Street and a corrupt political system funded by over a million contribution, "" ""tackling climate change. To create clean, energy, jobs, fighting for living wages, equal, "" ""pay and tuition-free public colleges. People are sick and tired of establishment politics, "" and they want real change. ""Bernie Sanders husband, father grandfather and honest leader. Building a movement with you "" to give us a future to believe in Bernie Sanders and I approve this message.",0,0,0,0,0,0,center,base
PRES_AMERICALEADS_TIRED_OF_WEAKNESS," America is tired of weakness in the Oval Office. We need a government in Washington. D.c. That remembers. You went there to work for us. He balanced every budget vetoed more tax hikes than any governor in history. ""Created 200,000 jobs."" He did it. Despite a Democrat legislature fighting him every step of the ""way, the conservative guts to"" change Washington unafraid to ""do, what's right."" ""I mean, what I say and I say"" ""what I mean, and that's what"" America needs right now. Their beliefs is responsible for the content of this advertising. Dies.",0,0,0,0,0,0,center,center
PRES_AMERICANENCORE_LEADING_FROM_BEHIND," ""Paris is once again in morning,"" the truthers amount of words is likely Isis. Our leaders must keep America ""safe, but when Ted Cruz had the"" chance to fight Barack Obama's ""dangerously, weak anti-terror"" policies. He didn't instead Cruz voted to ""weaken, America's ability to"" identify and hunt down terrorists crew supported a bill. That expert said was crafted to hobble the Gathering of electronic intelligence. Call. Ted Cruz. Tell him to stop leading from behind.",0,0,0,0,0,0,center,center
PRES_CRUZ_WALKER," ""Jobs, Freedom security. That's what's at stake. And that's why I'm supporting Ted Cruz for "" president. Ted is a constitutional conservative. He'll challenge the status quo. Just like we've done in Wisconsin and 10 is a real plan to grow jobs and restore opportunity on Tuesday. Please join me in supporting Ted Cruz. The only conservative who can beat Hillary Clinton and reignite America's promise. I'm Ted Cruz and I approve this message.",0,0,0,0,0,0,center,base
PRES_CONSERVATIVESOLUTIONSPAC_SOME_REPUBLICANS," ""On Obamacare. Some Republicans gave up some talk tough, but got nowhere for all the Republican, "" talk about dismantling the Affordable Care Act. One Republican Presidential hopeful has ""actually done some Marco Rubio. Oh Rubio conceived and pushed a plan that will Alba to kill Obamacare, "" Marco Rubio conservative smart results. No wonder. He's the one Hillary's afraid to run against conservative solutions that is responsible for the content of this advertising. Berta.",0,0,0,0,0,0,center,0
PRES_CRUZ_SUPREME_COURT," ""Life marriage, religious liberty, the Second Amendment. We're just one Supreme Court Justice "" away from losing them all. There's only one candidate who's defended the Constitution and protected our Liberty at the supreme court on February 20th vote for the candidate. You can ""trust to make these critical decisions, vote for Ted Cruz. I'm Ted Cruz and I approve this message. """,0,0,0,0,0,0,both,base
PRES_PROGRESSNOW_BULLIED," ""A small piano business sold, a hundred thousand dollars worth of pianos to Trump's Taj Mahal. "" ""When a bill is passed to, I got to run around every time I called finally, I got a letter that said "" ""the five with a sip 70 cents on the dollar I can get paid that I was being bullied, Trump is stealing "" thirty thousand dollars from me ""about dealmaker. I wrote The Art of the deal, a great deal to Donald. Trump means that he came "" out ahead. You lost money.",0,0,0,0,0,0,center,center
PRES_NEWDAYFORAMERICA_TALK_TALK_TALK_REV," ""Talk talk, talk talk, talk, talk, talk, talk talk screen. Only one guy's done more than talk "" ""Kasich. You'll do for America what he's done for us create jobs. 400,000 jobs here in Ohio, brought "" him back from Mexico and China turned our deficit into a surplus more jobs and America that works. ""Let's clone them. John Kasich, new day for America is responsible for the content of this advertising. "" Z.",0,0,0,0,0,0,center,center
PRES_NEWDAYFORAMERICA_FAILED," ""Ted Cruz failed math after landing with a thud and New York Crews, can't stop Trump. There will "" be a contested convention and Ted Cruz will land with another son because National polls show. ""Only John Kasich beats Hillary Clinton, not Trump. And certainly not Cruise. So, why waste "" your vote on Donald or Ted new day? For America is responsible for the content of this advertising. Oh.",0,0,0,0,0,0,center,both
PRES_CLINTON_CHILDREN_GENERAL," One of the areas that I've been particularly interested in is ""the area of children, went and"" did he sure that everybody in this room? Anybody no matter where they're ""born, no matter to whom they"" are born. I want to say sure that every child has a chance to live up to his or her god-given potential. I've spent my life fighting for ""children, and I'm not stopping."" Now. I'm Hillary Clinton and I've always appreciated.",0,0,0,0,0,0,center,center
PRES_PAG_HOPE," Hope the word some has misused but a compassionate Governor Mike Huckabee has never lost Hope ""in Hope, Arkansas. He learned this exceptional country can only be explained by the Providence "" of God pro-life because life begins at conception a defender of traditional marriage because ""it's biblical the strength and more clarity to fall to his knees and seek counsel from God, from "" Hope to Higher Ground. Mike Huckabee for president pursuing America's greatness is responsible for the content of this advertising.",0,0,0,0,0,0,base,center
PRES_NEXTGENCA_GET_IT," Climate change is not science. You want a skeptic. I'm right here for this with the global warming. ""They're not of, it's a hoax. It's a hoax. I'm Tom steyer. We need leaders who get it so that we can "" ""move away from coal and oil to clean energy. If you want to do something about climate change, "" you can please register and vote in California action. Committee is responsible for the content of a",0,0,0,0,0,0,base,center
PRES_PRIORITIESUSA_PRESIDENTIAL," Who are you Consulting with consistently so that you're ready on day one. I'm speaking with myself. Number one is the Trump theory on war. I'm really good at where I love war in a certain ""way, including with nukes. Yes, including with new. I want to be unpredictable. I'm not going "" to tell you right now. What I'm going to do. I know more about Isis than the generals do believe me. Priorities. USA action is responsible for the content of this advertising.",0,0,0,0,0,0,center,center
PRES_RUBIO_ABOUT," ""This election is about the essence of America, about all of us who feel out of place in our own "" ""country, a government incredibly out of touch and millions with Traditional Values. Branded "" ""bigots and haters. This is about wages, growing slower than the cost of living a generation "" ""drowning in debt and a president humiliated by Putin Iran and Islamic jihadist. I'm Marco Rubio, "" I approve this message because this is about the greatest country in the world. And acting like it.",0,0,0,0,0,0,center,both
PRES_SANDERS_AMERICA, I'm Bernie Sanders and I approve this. This message.,0,0,0,0,0,0,center,base
PRES_WILSON_TAKE_CARE_OF_OUR_COUNTRY_FIRST_10, I am Willie Wilson candidate for president of the United States schedule. President. We must take care of our country first day for by Willie Wilson 2016.,0,0,0,0,0,0,center,center
PRES_CLINTON_HER_FIGHT," ""It's been her fight for 20 years. Something is wrong with our Healthcare systems, and it needs "" to be fixed. Then it was about health reform and getting 8 million kids. Covered. Now. It's about ""stopping Republicans from repealing Obamacare, and taking on insurance companies to bring "" ""down drug prices. I'm not going to let any family, be deprived of health care. I'm not going to "" ""last the Republican, rips up Obamacare and throw it away. I'm Hillary Clinton and I approve "" this message.",0,0,0,0,0,0,both,center
PRES_SANDERS_PROTECT_THOSE_CHILDREN," ""I have four kids. We have seven, very beautiful grandchildren. Can you imagine being a mother "" ""seeing your own child's intellectual development deteriorate in front of your very eyes, "" ""if the local government cannot protect those children, if the state government cannot protect "" those children than the federal government better get in. I'm Bernie Sanders and I approve this message.",0,0,0,0,0,0,center,both
PRES_CLINTON_HEROIC_60," My mom was my best friend. She was the principal of Sandy Hook School. My mom was murdered while trying to protect the children in her care from a gunman. No more family should have to go through what we have. Hillary Clinton is the only candidate that has what it takes to take on the gun lobby. ""No one is fighting harder to reform, our gun laws. Then Hillary, she reminds me of my mother. "" She isn't scared of anything. And that's how I know that she is the person that can actually Really make a difference. That's why I believe in her. That's why I millions of other Americans believe in her. There's finally someone who can change things. I'm Hillary Clinton and I approve this message.",0,0,0,0,0,0,both,center
PRES_FIORINA_IT_IS_TIME," Throughout my life. I have been told by many people. Don't challenge the status quo. Just sit down and be quiet. Don't Rock the Boat. Just accept that. This is the way things are. We don't care for our veterans. We are crushing small businesses. We don't secure our borders. We don't keep our nation safe. That is why I'm running for president. It is time to take our country back. ""I'm Carly fiorina, and I approve this message.  """,0,0,0,0,0,0,center,center
PRES_SANDERS_PEOPLE_POWER_15," Oval to Union contributions have been made to the only campaign that rejects a corrupt campaign Finance system. You can't level the playing field with Wall Street Banks and billionaires ""by taking their money on Bernie Sanders, and I approve this message.  """,0,0,0,0,0,0,center,base
PRES_CLINTON_PREDATORY_PRICING_APRIL_FIVE," ""This is a letter from someone who's here. She has to take a brand name, drugs, and taking it. Since "" ""the early 1980s at that time, it cost approximately $180 for 10 shots. The latest refill was "" fourteen thousand seven hundred dollars for the same 10 vials and the company called valeant Pharmaceuticals. I'm going after them. This is predatory pricing and we're going to make sure it is stopped. I'm Lauren Simpson and",0,0,0,0,0,0,center,center
PRES_STANDFORTRUTH_SWEET_DEAL," ""A broken, immigration system porous borders attacks here at home, Marco Rubio's plan, ignore "" Sanctuary cities and work with liberals like Chuck Schumer to push for amnesty for those that ""have already broken our laws. And to top it off, allow illegal immigrants to have in-state tuition. "" ""At our nation's top colleges criminals get a, pretty sweet deal under Marco Rubio's plan. So "" ""if he has his way, why would they ever stop Stanford, you think is responsible for the content "" of this advertising? Oh.",0,0,0,0,0,0,both,center
PRES_SANDERS_EVERY_AMERICAN," Every American regardless of their income should have access to a college education. These ""things are possible, Impossible Is Possible and that's one of the reasons. I love Bernie Sanders. "" He sees an America that's beyond the current limitations that we have. He sees in America that I see with hope but things you thought could never be done. Candida. That is why I support Bernie Sanders. I'm Bernie Sanders and I approve this message.",0,0,0,0,0,0,center,base
PRES_RTR_GET_READY_60," Jeb Bush was very strong governor and probably the strongest governor in the history of the State of Florida. He was a young guy and I think there's some folks legislature that thought they might be able to run over him. That didn't happen. ""One tax cut wasn't enough. He had to do more. It wasn't enough to have 15,000 kids to school choice "" ""in Florida. He wanted to have 100,000 kids. If he didn't like a project, it was going to be veto. "" It didn't matter. If you were a republican. It didn't matter if you were his best friend. He said this is where we're going. And this is how we're going to reform state government. Every politician ""comes in talking about making change and generally, there's not much change the governor Bush "" made a lot of changes. He got the nickname Vito Corleone. He saw something in the budget that he thought violated his conservative principles. You could guarantee it was going to get whacked ""stuff and I was the Senate President, the message to Washington, d.c. Is get ready because there "" will be change rate to rise. USA is responsible for the content of this message.",0,0,0,0,0,0,center,center
PRES_WILSON_A_CHANCE_TO_SUCCEED_15," I'm Willie Wilson candidate for president and I approve this message from sharecropper to multi-millionaire willing Wilson wants to eliminate student loan debt because everyone ""deserves a chance to succeed, but Willie Wilson in the Democratic primary Feb, 27,  """,0,0,0,0,0,0,center,center
PRES_KASICH_100_DAYS," First 100 days. John Kasich will make them count. Cut taxes to create jobs. Freeze regulations ""in force a balanced budget, plan and secure the Border. John Kasich. Bowen gets it done and leaves. "" ""No one behind. No excuses. No surrender. If I get elected president, head out tomorrow and buy "" ""a seat belt, because there's going to be so much happening in the first hundred days. It's going "" ""to make your head spin, and we're going to move America forward, America, buckle up, John Kasich. "" I'm John Kasich. And I approve this message. Zh.",0,0,0,0,0,0,both,base
PRES_CLINTON_AGREE," I'm Hillary Clinton and I approve this message. ""He's a race-baiting xenophobic,"" religious big. ""Donald Trump is a phony, a"" fraud. He's not a serious adult by Captain vote for Donald Trump. Given the things that he said Trump should not be supportive. ""I believe, he's disqualified"" himself to be present. I just cannot support. Donald Trump.",0,0,0,0,0,0,center,center
PRES_NEWDAYFORAMERICA_LONDONDERRY," ""New day for America is responsible for the content of this advertising. If you like in this election, "" not sure yet. Whoever you get something done. We've gone from eight billion in the hole. 22 billion ""in the black, we've cut taxes and we're growing from a loss of 350,000 jobs to a gain of three hundred "" and forty seven thousand jobs. What do you think? Kasich? Teyfik Kasich? That's a funny name. ""You brought that jobs both from China, as well as Mexico and I don't believe in other candidate "" can say that.",0,0,0,0,0,0,center,center
PRES_CLINTON_EQUAL_PAY," Do you think when your present you'll be paid as much as if it were a man mail? ""Jobs where they have to pay you the same, but there are so many examples where that doesn't happen. "" I'm going to do everything. I can to make sure every woman in every job gets paid the same as the man who are doing. I'm Hillary Clinton and I approve this message.",0,0,0,0,0,0,base,base
PRES_TRUMP_RNC_TWO_AMERICAS," The American moment is here two choices to America's decided by you. Hillary Clinton will keep ""us on the road to stagnation fewer jobs Rising crime. America diminished at home and abroad, "" Donald Trump will bring the change. We're waiting for better stronger more. Prosperous forever plan for future is yours. I'm Donald Trump and I approve this message.",0,0,0,0,0,0,base,center
PRES_TRUMP_RNC_ALL_THE_TIME," If it's possible to be famous and yet not really well known that describes the father who raised ""me my father not only has the strength and ability necessary to be our next president, but also "" the kindness and the greatness of heart who will enable him to be the leader that this country needs. My father wants all Americans to succeed. No one has more faith in the American people than my father. He will fight for you all the time. Every time I'm Donald Trump and I approve this message. Zh.",0,0,0,0,0,0,center,base
PRES_CLINTON_REAL_LIFE," ""Every day I get to play a brilliant complex, get it done, woman who obsessively, fights for justice, "" ""who gives a voice to the voiceless who cares that television. But the real world, the real world "" has Hillary Clinton. A bona fide rolls up her sleeves fight for what's right in it for you Champion. For all of us. That's why we're with Hillary join us. I'm Hillary Clinton. And I approve this message. Siege.",0,0,0,0,0,0,both,both
PRES_WETHEPEOPLE_WHAT_MATTERS," Defeating Islamic Terror shrinking government growing the economy. These are the issues that matter. Most instead. We're debating social issues like abortion and gay rights. There are distractions and will only help elect Hillary after eight years of Obama style. Socialism. ""We need to shrink government not let big government, tell us how to live our lives logon learn "" more.",0,0,0,0,0,0,base,both
PRES_TRUSTEDLEADERSHIP_SO_MUCH_AT_STAKE," With so much at stake. We can't afford to take a chance on this election. Ted Cruz is the only candidate ""who has taken on the Washington cartel Time After Time and one, he filibustered, Obamacare "" and fought relentlessly against wasteful government spending. Ted Cruz went to the Supreme Court and fought for religious liberty and the Ten Commandments beating back. The liberal ""agenda, Ted Cruz, a real-life conservative leader ready on day, one. Trusted leadership. "" Pac is responsible for the content of this advertising.",0,0,0,0,0,0,base,base
USSEN_AL_AMERICAFIRSTACTION_SOUND_OF_LIFE," To most Alabama's, this is the sound of life and hope. To liberal Doug Jones, it's a sound that can be silenced. Jones is so extreme, he supports abortion. Even at 20 weeks when he, the baby can move and be felt by the mother. Doug Jones instead of standing up for our most vulnerable, we chose to stand with them. And that's unforgivable. America versus teams responsible for the content of this advertising.",0,0,0,0,0,0,both,center
USSEN_AL_BROOKS_ABSOLUTELY_RIGHT," You're absolutely right, Mr. President. And Luther Strange and Mitch McConnell. They're dead wrong. They've failed you on Obamacare. Building the wall, balancing the budget. They fight to keep the 60%. That kills your agenda. I sure don't. McConnell and Strange are weak, but together we can be strong. Mr. President, isn't it time we tell McConnell and Strange you're fired? I'm Mo Brooks, and I approve this message. Maybe.",0,0,0,0,0,0,base,both
USSEN_AL_BROOKS_BUILD_THE_WALL," Hi. I'm Mo Brose candidate for the Senate, and I approve this message. When Mexico sends its people, they're not sending their best. President Trump promised a wall, but some establishment Republicans are blocking it. I'll fight every every spending bill that doesn't fund that wall. And if I have to filibuster on the Senate floor, I'll even read the King James Bible until the wall is funded. And you know what? Washington could benefit from that.",0,0,0,0,0,0,base,base
USSEN_AL_BROOKS_SECOND_AMENDMENT," Can you change your views on the gun situation in america? The second amendment right to bear arms is to help ensure that we always have a republic. No, I'm not changing my position on any of the rights that we joy, I as americans, I'm o brooks candidate for the senate, and I approved. ",0,0,0,0,0,0,base,both
USSEN_AL_BROOKS_SWAMP_KING," Mitch McConnell spending millions helping his lap dog, Luther Strange, hijack our Alabama primary. But conservatives stand with Mo Brooks because Mo supports President Trump's America first agenda. Moe's the proven conservative who votes with Trump 93% of the time. Mo's tired of McConnell's failure, cowardice, and surrender. And so are you sending a message? Send Mo to the Senate. I'm O Brooks, and I approve.",0,0,0,0,0,0,both,center
USSEN_AL_BROOKS_TELLING_THE_TRUTH," Luther Strange. He isn't telling the truth again. I wrote a $2500 check to help President Trump beat Hillary, and in Congress, I vote with President Trump 95% of the time. So who are you going to believe? Mitch McConnell and Luther are strange or conservative thought leaders like Sean Hannity, Laura Ingram, Anne Coulter and Mark Levin. They have all endorsed me for Senate because I support President Trump's. America first agenda. I'm Congressman Mo Brooks, and I approve this message.",0,0,0,0,0,0,center,base
USSEN_AL_FISHER_SWEET_HOME," I'm Jason Fischer, democrat for us. Senate. Our sweet home is desperate for leadership a new voice to guard your family, your health the Alabama way of life. Proper health care is imperative. We all need it. To leave even one uncovered is a disgrace. Let me represent you, your family, our Alabama honest, compassionate tested Jason Fisher ready to lead. I'm Jason Fisher, and I approve this message.",0,0,0,0,0,0,center,center
USSEN_AL_HIGHWAY31PAC_FOR_US," Roy Moore says he's for us, but what he does says otherwise. More got paid $180,000 a year from his personal charity, a health care plan, a bodyguard and a private jet for parttime work work. More has taken over $1 million from his charity and then hid payments to avoid taxes and penalties. Roy Moore more for himself. More of the same. Highway 31 is responsible for the content of this advertising.",0,0,0,0,0,0,center,center
USSEN_AL_HIGHWAY31PAC_FOUGHT_FOR_ALABAMA," He's the tough prosecutor who brought the Olympics bomber Eric Rudolph to justice. He won convictions of the 16th Street Baptist Church bombers and fought for Alabama alongside legendary Senator Howell Heflin. Doug Jones, the son of a Fairfield, Alabama steelworker, a strong defender of the Second Amendment and a Christian whose faith guides his work. Doug Jones will be a senator we can be proud of. Highway 31 is responsible for the content of this effort.",0,0,0,0,0,0,center,base
USSEN_AL_HIGHWAY31PAC_GADSDEN_MALL," What do people who know Roy Moore say? Roy Moore was actually banned from the Gadget and mall for soliciting sex from young girls. When he approached was 14 and working as Santa's helper. These stories have been going been around this town for 30 years. These women are being skewered for the truth. And a gadstone police officer. I actually voted for more, but I'm basically disgusted now. Highway 31 is responsible for the content of this advertising. Bye.",0,0,0,0,0,0,center,center
USSEN_AL_HIGHWAY31PAC_REALLY_WANT," Is this who we really want as our senator? A man accused of sexually abusing three teenage girls, a judge who rules in favor of sexual offenders who rape children and a politician who pays himself a million dollars dollars from his own personal charity? Listen to what Senator Richard Shelby said. Write in some distinguished person's name rather than Judge Moore. I will not be voting for Judge Moore. Highway 31 is responsible for the content of this advertising.",0,0,0,0,0,0,center,center
USSEN_AL_JONES_2014_CASE," I'm Doug Jones, and I approve this message. Alabama. There's a pattern. In a 2014 case involving a man convicted of abusing two underage girls, judge Roy Moore disagreed and wrote the dissenting opinion. In a 2015 case involving a man who pled guilty to raping an underage girl, roy Moore dissented again. And Roy Moore was the only Supreme Court justice who sided with a felon convicted of sexual abuse of a child at a daycare center. Court documents. Real's disturbing conduct. ",0,0,0,0,0,0,center,0
USSEN_AL_JONES_A_COUPLE_OF_THINGS," You know, folks, I'm going to say a couple of things that Roy Moore can't. Alabama needs its two senators working together, and I'll never embarrass you. I can work with Senator Shelby and Republicans better than Roy Moore can work with anyone. I'm asking you for the chance to do just that. To find common ground, get things done for you and your family and make Alabama proud. I'm Doug Jones, and I approve this message because that's what matters in this election.",0,0,0,0,0,0,center,center
USSEN_AL_JONES_ALABAMA_AND_MAINE_60," That's all. Little roundtop. Gettysburg. Three times. Colonel William Oates of Alabama led the Confederate forces to take it. Running out of ammunition, colonel Joshua Chamberlain of Maine had his men fix bayonets to desperately repel the attack. What brought those two brave men one from Alabama and one from Maine together was war. Two sides believing so strongly in their cause that they were willing to die for it. Those times have passed long ago, and our country is better for it. But now we fight too often over other matters. It seems as if we're coming apart. I want to go to Washington and meet the representatives from Maine and those from every other state not on a battlefield, but to find common ground. Because there's honor and compromise and civility to pull together as a people and to get things done. For Alabama. I'm Doug Jones and I approve this message. Because on December 12, Alabama can lead the way.",0,0,0,0,0,0,center,base
